,acteur_1,acteur_2,acteur_3,allocine_id,annee_prod,annee_sortie,box_office_fr,couleur,duree,langues,nationalite,nb_critiques_presse,nb_critiques_spectateurs,nb_notes_spectateurs,note_presse,note_spectateurs,realisateurs,synopsis,titre,type_film,genre
4270,Marie Vincent,Bruno Solo,Yvan Le Bolloc'h,53298,2004,2005.0,1772758.0,Couleur,102.0,Français,Français,10.0,401.0,8320.0,2.9,1.7,"Bruno Solo, Yvan Le Bolloc'h","Au fond de la Veule , imaginaire province française , vivote la Geugène Electro Stim , une moyenne entreprise , qui survit grâce à la fabrication et à la vente de la C14 , appareil de stimulation électrique ancien , mais peu cher . L' opportunité d' un nouveau produit , le BodyCompact , va jeter cette communauté tranquille dans les affres d' un libéralisme sans foi ni loi . La venue d' un expert , Arnaud Roussel , chargé d' optimiser la mise sur le marché du BodyCompact , va chambouler les coeurs et corrompre les âmes ...",Espace détente,Long-métrage,comédie
4715,Jean-Claude Van Damme,Deborah Richter,Vincent Klyn,54959,1989,1989.0,,Couleur,86.0,Anglais,Américain,,89.0,678.0,,1.8,Albert Pyun,"Dévastée par l' anarchie sociale et la peste , l' Amérique du 21ème siècle est plongée dans un cauchemar barbare . Seul Pearl Prophet , une magnifique mi-humaine / mi-robot , a les connaissances nécessaires pour développer un vaccin . Mais Pearl est capturée par des pirates cannibales qui veulent garder l' antidote pour eux ... et dominer la Terre ! Seuls les talents de combattant de Gibson Richenbaker peuvent la sauver . Et , avec elle , le reste de la civilisation .",Cyborg,Long-métrage,science fiction
114,Brad Pitt,Tommy Lee Jones,Ruth Negga,247520,2019,2019.0,1039973.0,Couleur,124.0,Anglais,Américain,40.0,1212.0,12967.0,4.4,3.1,James Gray,"L’ astronaute Roy McBride s’ aventure jusqu’ aux confins du système solaire à la recherche de son père disparu et pour résoudre un mystère qui menace la survie de notre planète . Lors de son voyage , il sera confronté à des révélations mettant en cause la nature même de l’ existence humaine , et notre place dans l’ univers .",Ad Astra,Long-métrage,science fiction
1830,Benoît Poelvoorde,Grégoire Ludig,Marc Fraize,252378,2018,2018.0,266562.0,Couleur,71.0,Français,Français,32.0,351.0,4052.0,3.8,3.2,Quentin Dupieux,"Un poste de police . Un tête-à-tête , en garde à vue , entre un commissaire et son suspect .",Au Poste !,Long-métrage,comédie
4627,Matthias Schoenaerts,Diane Kruger,Paul Hamy,232284,2015,2015.0,67537.0,Couleur,98.0,Français,"Français , belge",28.0,130.0,972.0,3.0,2.7,Alice Winocour,"De retour du combat , Vincent , victime de troubles de stress post-traumatique , est chargé d’ assurer la sécurité de Jessie , la femme d' un riche homme d' affaires libanais , dans sa propriété « Maryland » .Tandis qu' il éprouve une étrange fascination pour la femme qu' il doit protéger , Vincent est sujet à des angoisses et des hallucinations . Malgré le calme apparent qui règne sur « Maryland » , Vincent perçoit une menace extérieure ...",Maryland,Long-métrage,drame
2515,Will Smith,Tommy Lee Jones,Josh Brolin,139622,2012,2012.0,2077877.0,Couleur,104.0,Anglais,Américain,17.0,1369.0,25028.0,3.2,3.4,Barry Sonnenfeld,"En quinze ans de carrière chez les Men in Black , l’ agent J a vu beaucoup de phénomènes inexplicables … Mais rien , pas même le plus étrange des aliens , ne le laisse aussi perplexe que son partenaire , le sarcastique K. Lorsque la vie de K et le destin de la Terre sont menacés , l’ agent J décide de remonter le temps pour remettre les choses en ordre . Il va alors découvrir qu’ il existe certains secrets de l’ univers que K ne lui a jamais révélés . Il est cette fois obligé de faire équipe avec l’ agent K , plus jeune , pour sauver la vie de son partenaire , l’ agence , et l’ avenir même de l’ humanité …",Men In Black III,Long-métrage,science fiction
775,Gerard Butler,Lena Headey,Rodrigo Santoro,57529,2006,2007.0,1652612.0,Couleur,115.0,Anglais,Américain,25.0,3501.0,53489.0,2.9,3.9,Zack Snyder,"Adapté du roman graphique de Frank Miller , 300 est un récit épique de la Bataille des Thermopyles , qui opposa en l' an - 480 le roi Léonidas et 300 soldats spartiates à Xerxès et l' immense armée perse . Face à un invincible ennemi , les 300 déployèrent jusqu' à leur dernier souffle un courage surhumain ; leur vaillance et leur héroïque sacrifice inspirèrent toute la Grèce à se dresser contre la Perse , posant ainsi les premières pierres de la démocratie .",300,Long-métrage,historique
3874,Héloïse Martin,Rayane Bensetti,Sylvie Testud,257615,2017,2018.0,304792.0,Couleur,102.0,Français,Français,3.0,100.0,1130.0,3.0,3.0,Alexandre Castagnetti,"Tamara est séparée de Diego depuis deux ans . Elle quitte enfin le nid pour vivre l' aventure étuidante à Paris avec sa copine Sam . En galère d' appartement , elles acceptent une coloc avec Wagner . Problème : Diego fait partie du lot , et il n' est plus célibataire ! Pour Tamara , qui rêve d' oublier sa petite vie de province , ça commence mal ... Et tout se complique lorsqu' elle flashe sur James , le mec parfait : étudiant - photographe - mannequin - DJ canon , star des réseaux sociaux ! Pour l' approcher , elle va devoir devenir populaire et jouer dans la cour des grandes ... Tout ça sous le regard de Diego ... Entre la fac , l' ex , le futur - ex et des parents toujours sur son dos , il va falloir faire les bons choix !",Tamara Vol.2,Long-métrage,comédie
3619,Anne Bancroft,Patty Duke,Victor Jory,4887,1962,1962.0,,,106.0,Anglais,Américain,,46.0,334.0,,4.1,Arthur Penn,"Les parents d’ Helen Keller , une fillette devenue aveugle et sourde alors qu’ elle était encore bébé , font appel à Annie Sullivan , une institutrice spécialisée aux méthodes révolutionnaires , elle-même mal - voyante . Persuadée que les fonctions intellectuelles d’ Helen sont intactes , Annie va utiliser les sens dont elle dispose , toucher , goût , odorat , pour l’ éveiller au monde . La lutte est acharnée car Helen ne supporte aucune contrainte .",Miracle en Alabama,,biopic
2479,Zoé Héran,Malonn Lévana,Jeanne Disson,188840,2011,2011.0,281330.0,Couleur,82.0,Français,Français,22.0,413.0,3610.0,4.2,3.7,Céline Sciamma,"Laure a 10 ans . Laure est un garçon manqué . Arrivée dans un nouveau quartier , elle fait croire à Lisa et sa bande qu’ elle est un garçon . Action ou vérité ? Action . L’ été devient un grand terrain de jeu et Laure devient Michael , un garçon comme les autres … suffisamment différent pour attirer l’ attention de Lisa qui en tombe amoureuse . Laure profite de sa nouvelle identité comme si la fin de l’ été n’ allait jamais révéler son troublant secret .",Tomboy,Long-métrage,drame
2118,Hugh Jackman,James McAvoy,Michael Fassbender,195128,2014,2014.0,3285735.0,Couleur,132.0,,"Américain , britannique , canadien",20.0,1867.0,33611.0,3.8,4.1,Bryan Singer,"Les X - Men envoient Wolverine dans le passé pour changer un événement historique majeur , qui pourrait impacter mondialement humains et mutants .",X - Men : Days of Future Past,Long-métrage,science fiction
3554,Laure Calamy,Benjamin Lavernhe,Olivia Côte,272217,2020,2020.0,701182.0,Couleur,97.0,Français,Français,35.0,429.0,4466.0,4.0,3.6,Caroline Vignal,"Le film fait partie de la Sélection Officielle Cannes 2020 . Des mois qu’ Antoinette attend l’ été et la promesse d’ une semaine en amoureux avec son amant , Vladimir . Alors quand celui-ci annule leurs vacances pour partir marcher dans les Cévennes avec sa femme et sa fille , Antoinette ne réfléchit pas longtemps : elle part sur ses traces ! Mais à son arrivée , point de Vladimir - seulement Patrick , un âne récalcitrant qui va l' accompagner dans son singulier périple …",Antoinette dans les Cévennes,Long-métrage,romance
1498,Brad Pitt,Marion Cotillard,Jared Harris,228094,2016,2016.0,988625.0,Couleur,125.0,Anglais,Américain,24.0,494.0,6292.0,2.8,3.5,Robert Zemeckis,"Casablanca 1942 . Au service du contre-espionnage allié , l’ agent Max Vatan rencontre la résistante française Marianne Beauséjour lors d’ une mission à haut risque . C’ est le début d’ une relation passionnée . Ils se marient et entament une nouvelle vie à Londres . Quelques mois plus tard , Max est informé par les services secrets britanniques que Marianne pourrait être une espionne allemande . Il a 72 heures pour découvrir la vérité sur celle qu’ il aime .",Alliés,,historique
5062,Vincent Elbaz,Laurence Arné,Grégory Fitoussi,251988,2017,2017.0,265678.0,Couleur,97.0,Français,Français,16.0,150.0,1347.0,2.4,2.8,Maxime Govare,"Adrien , 40 ans et totalement immature , se fait larguer par Maude , 35 ans , désireuse d’ enfin fonder une famille . Pour tenter de reconquérir l’ amour de sa vie , Adrien décide de monter dans le futur ex - appartement conjugal : une crèche à domicile … Le début , d' une improbable expérience éducative ...",Daddy Cool,Long-métrage,comédie
4758,Vanessa Paradis,Daniel Auteuil,Claude Aufaure,10044,1999,1999.0,656983.0,,90.0,Français,Français,15.0,88.0,1438.0,3.4,3.5,Patrice Leconte,""" Vous avez l' air d' une fille qui va faire une connerie "" , déclare l' homme qui s' approche d' Adèle , penchée sur le parapet d' un pont avec une grosse envie de noyer ses malheurs dans la Seine . Il s' appelle Gabor , il est lanceur de couteaux et il a besoin d' une cible . Adèle n' a jamais eu de chance mais , quitte à mourir , autant se rendre utile . Ces deux destins félés qui se rencontrent vont devenir les deux morceaux d' un numéro gagnant . Mais la chance c' est fragile , il suffit qu' Adèle et Babor se tournent le dos , fassent un pas l' un sans l' autre , et elle s' envole .",La Fille sur le Pont,Long-métrage,romance
3500,Marcello Martini,Maurizio Fanin,Carlo Baldracchi,270376,2018,2019.0,,Couleur,103.0,Italien,"Italien , roumain",11.0,9.0,17.0,3.0,3.0,Alberto Fasulo,"Italie . Fin du XVI ème . Menocchio , meunier têtu et autodidacte d’ un petit village perdu des montagnes du Frioul est accusé d’ hérésie pour avoir défendu ses idéaux de pauvreté et d’ amour . Menocchio raconte le combat d’ un homme contre le pouvoir en place .",Menocchio,Long-métrage,drame
2662,Cyril Raffaelli,David Belle,Tony D'Amario,54107,2004,2004.0,947961.0,Couleur,95.0,Français,Français,4.0,531.0,13424.0,2.8,2.1,Pierre Morel,"Paris , 2013 . Damien est l' élite de la police . Officier d' une unité spéciale d' intervention , expert en arts martiaux , il est passé maître dans l' art de l' infiltration et sait mener à terme ses opérations par des actions rapides , précises et néanmoins musclées . Et c' est bien la mission la plus extrême de sa carrière qui vient de lui être confiée : une arme de destruction massive a été dérobée par le plus puissant gang de la banlieue . Damien est chargé d' infiltrer dans le secteur pour désamorcer la bombe ou la récupérer .",Banlieue 13,,policier
5152,Mel Gibson,Tina Turner,Frank Thring,663,1985,1985.0,2552981.0,Couleur,107.0,Anglais,"Australien , américain",,287.0,8250.0,,2.9,"George Ogilvie, George Miller","Max , de retour , s' est fait dépouiller de son maigre bien . Suivant le voleur , il arrive à la Ville du Troc , où règne Entity . Celle-ci l' engage pour qu' il la débarrasse de Master et Blaster , rois du Monde souterrain . N' ayant voulu tuer Blaster , Max est abandonné en plein désert , d' où il ressurgit à la tête d' une troupe d' enfants pour faire exploser la Ville du Troc .",Mad Max au-delà du Dôme du Tonnerre,Long-métrage,science fiction
5448,Tony Leung Chiu-Wai,Gong Li,Takuya Kimura,28367,2004,2004.0,475566.0,Couleur,129.0,Chinois,Hong-Kongais,32.0,240.0,3855.0,4.2,3.6,Wong Kar-Wai,"Hong Kong , 1966 . Dans sa petite chambre d' hôtel , Chow Mo Wan , écrivain en mal d' inspiration , tente de finir un livre de science-fiction situé en 2046 . A travers l' écriture , Chow se souvient des femmes qui ont traversé son existence solitaire . Passionnées , cérébrales ou romantiques , elles ont chacune laissé une trace indélébile dans sa mémoire et nourri son imaginaire . L' une d' entre elles revient constamment hanter son souvenir : Su Li Zhen , la seule qu' il ait sans doute aimée . Elle occupait une chambre voisine de la sienne - la 2046 ...",2046,Long-métrage,drame
4138,Burt Young,Rutanya Alda,James Olson,32073,1982,1983.0,,Couleur,100.0,Anglais,"Américain , italien",,48.0,276.0,,3.0,Damiano Damiani,"Les Montelli , une gentille famille de la middle - class américaine succèdent aux Lutz dans la maison du diable d' Amityville .","Amityville 2 , Le Possédé",Long-métrage,horreur
3063,Hitomi Kuroki,Rio Kanno,Mirei Oguchi,46362,2002,2003.0,87800.0,Couleur,97.0,Japonais,"Français , japonais",17.0,172.0,3627.0,4.2,3.2,Hideo Nakata,"Yoshimi Matsubara vient de divorcer . Elle élève seule , dans des conditions difficiles , Ikuko , sa fille âgée de six ans . Pour améliorer leur quotidien , elle décide d' emménager dans un appartement plus grand . Mais une fois sur place , les lieux se révèlent insalubres . Des bruits étranges retentissent à l' étage supérieur . Puis , du plafond , commence à tomber de l' eau , qui , lentement , envahit le domicile . Chaque goutte devient alors une bombe destinée à faire voler en éclats la vie fragile de Yoshimi . Celle - ci ne trouve pas de travail . Son mari souhaite récupérer la garde de l' enfant . Le concierge n' entreprend pas de réparations dans l' immeuble ... Peu à peu , l' horreur s' installe . Et à mesure que l' existence de Yoshimi se dégrade , ses pires cauchemars prennent forme .",Dark Water,,horreur
4198,Marilou Berry,Josiane Balasko,Arnaud Ducret,249108,2017,2017.0,812180.0,Couleur,90.0,Français,Français,5.0,272.0,1703.0,1.8,1.4,Lionel Steketee,"C’ est l’ anniversaire de Julie mais elle semble être la seule à s’ en souvenir … Jusqu’ à ce que Marco , l’ homme qu’ elle aime secrètement , l’ appelle et lui annonce qu’ il va passer chez elle pour lui déposer son fils car la baby-sitter a eu un contretemps . Julie est effondrée , tout le monde la considère comme une boniche . Seule avec ce petit garçon , particulièrement odieux , Julie décide de lui raconter l’ histoire de Cendrillon … enfin presque .",Les Nouvelles Aventures de Cendrillon,Long-métrage,comédie
2425,Maika Monroe,Ed Skrein,Gary Oldman,247440,2018,,,Couleur,97.0,Anglais,Américain,,69.0,698.0,,2.7,Federico D’Alessandro,"Une fille vivant d' escroquerie est kidnappée et retenue captive pour une étrange expérience . Elle est prisonnière de TAU , une intelligence artificielle avancée développée par Alex , son ravisseur . TAU commande un bataillon de drones et une maison futuriste intelligente . Une course contre la montre commence alors pour Julia , qui doit repousser les limites entre l' homme et la machine , se connecter à TAU et gagner sa liberté avant de subir le même sort que les précédents cobayes ...",TAU,Long-métrage,science fiction
